34227.661069108,1,17583338,100,5794800,-1
34227.6611596,1,17583346,100,5783900,1
34227.662235291,3,17583338,100,5794800,-1
34227.662320098,3,17583346,100,5783900,1
34227.662334274,1,17583434,100,5794900,-1
34227.663471075,3,17583434,100,5794900,-1
34227.663641656,1,17583543,100,5783900,1
34227.663680779,1,17583549,120,5794800,-1
34227.664689706,3,17583549,120,5794800,-1
34227.664741803,3,17583543,100,5783900,1
34227.664882511,1,17583661,100,5794900,-1
34227.665031707,1,17583678,100,5794900,-1
34227.666169443,1,17583765,100,5783800,1
34227.666299928,3,17583661,100,5794900,-1
34227.666441454,3,17583678,100,5794900,-1
34227.667521701,3,17583765,100,5783800,1
34227.667675897,1,17583879,100,5794900,-1
34227.668841643,3,17583879,100,5794900,-1
34227.668991383,1,17583992,120,5794800,-1
34227.669007357,1,17583996,100,5783900,1
34227.670220778,3,17583996,100,5783900,1
34227.670313926,3,17583992,120,5794800,-1
34227.670315095,1,17584117,100,5794900,-1
34227.671431489,3,17584117,100,5794900,-1
34227.671561598,1,17584230,120,5794800,-1
34227.6715713,1,17584231,100,5783900,1
34227.672678239,3,17584231,100,5783900,1
34227.672697997,3,17584230,120,5794800,-1
34227.672762534,1,17584309,100,5794900,-1
34227.674463053,3,17584309,100,5794900,-1
34227.674596045,1,17584414,100,5783900,1
34227.674606595,1,17584416,120,5794800,-1
34227.675646226,3,17584414,100,5783900,1
34227.675674644,3,17584416,120,5794800,-1
34227.694037307,1,17585736,105,5794800,-1
34227.694146523,1,17585740,100,5783900,1
34227.694199564,1,17585743,100,5794800,-1
34227.695355492,3,17585736,105,5794800,-1
34227.69550641,3,17585743,100,5794800,-1
34227.695549634,3,17585740,100,5783900,1
34227.696730654,1,17585881,100,5794800,-1
34227.696778766,1,17585885,100,5783900,1
